method,purity,ARI,NMI,homogeneity,completeness,v_measure,silhouette
KMeans(k=10),0.48731884057971014,0.31081127452500396,0.4736615933245394,0.4630851739288518,0.4847324148554911,0.47366159332453933,0.15151541761255635
"Agglomerative(ward, k=10)",0.6056763285024155,0.42995827773372297,0.641342325328174,0.6110409554203016,0.6748057769718165,0.641342325328174,0.12963915479130977
